Requirement Text,Class,Sub-Type,Ambiguity
The list of dispute cases that are displayed after a search is performed must be color coded for easy identification of dispute cases based upon the dispute case status.,NFR,Usability,Ambiguous
"Ability to default information from the purchase order to the invoice entry screen to
 simplify data entry.",FR,Functional,Non-Ambiguous
High Availability: Kubernetes should be able to provide high availability of services to ensure that applications remain accessible and operational even in the event of a node failure.,FR,Functional,Ambiguous
Ability to create purchase orders from requisitions.,NFR,Usability,Non-Ambiguous
"For registered users, email and/or mobile phone number shall be used only by each Forgot password function to return each temporary password via email or SMS to each forgetful user.",NFR,Security,Ambiguous
"2. If the search is only by Author, the system creates and presents each alphabetical list of each authors in the database. In the case of each article with multiple authors, each is contained in the list.",FR,Functional,Ambiguous
Define each new Cluster Node entry.,FR,Functional,Non-Ambiguous
Distribution map shall allow the user to pan and to zoom in and out.,FR,Functional,Non-Ambiguous
Accessibility: The system should be accessible to users with disabilities.,FR,Functional,Ambiguous
Ability to quickly inquire the lists of pre-coded transaction templates for receipting.,NFR,Usability,Ambiguous
All aspects of the website shall be accessed by a web browser over the Internet.,FR,Functional,Non-Ambiguous
"If each transaction fails for each reason other than each invalid PIN, the ATM shall display each explanation of the problem, and shall then ask the customer whether he/she wants to do another transaction.",FR,Functional,Non-Ambiguous
System shall use synonym ring and/or authority file to display alternative options for search criteria based on comparison of the ring/file to the search criteria input only by the user in each field-based search,FR,Functional,Ambiguous
It shall not exceed 256MB RAM while it is on action.,NFR,Performance,Non-Ambiguous
The system should be user-friendly and simple to use for ADHD students,FR,Functional,Ambiguous
Ability to track and report reimbursable percentages of costs.,NFR,Performance,Non-Ambiguous
The application shall allow users to remove custom attributes.,FR,Functional,Non-Ambiguous
Accessibility: RoomKey should be accessible to users with disabilities so that everyone can use the platform without any difficulty.,FR,Functional,Ambiguous
Staff members shall be able to complete a set of tasks in a timely manner.,NFR,Performance,Ambiguous
"Ability to set up user-defined templates for invoice data entry (e.g. monthly contract) and
 allow templates to be saved globally for multiple users.",FR,Functional,Ambiguous
"The system shall provide each database each of which is integrated with each tools supplied for
 application development ad hoc database access and ad-hoc reporting.",NFR,Maintainability,Non-Ambiguous
"Printing out various data feeds, based on types of sport and match start times",NFR,Maintainability,Ambiguous
Ability to support the use of multiple bank accounts within the same fund.,NFR,Maintainability,Ambiguous
"Displays hotel photos, descriptions, and reviews.",FR,Functional,Non-Ambiguous
Teacher shall be able to update action taken,FR,Functional,Non-Ambiguous
Reliability: System should ensure data integrity and have failover mechanisms in place to keep the system running in case of any hardware or software failure.,FR,Functional,Ambiguous
"The system should allow users to easily add, update, and delete inventory items.",FR,Functional,Ambiguous
"The 54 System Administrator or the 54 Waterway Administrator wants to see each currently running data import processes and each past ones. Therefore each list is displayed which shows each 01.06.2018 v3.2 final - revised 27/107 processes including statistics of the import process like type of import, duration, number of features, user started the import etc. and their status: done, working, warning or failure. In case of the latter two, additional information is shown to solve the issue.",NFR,Performance,Ambiguous
Data Accessibility,FR,Functional,Non-Ambiguous
The microphone shall capture the voice of user only during searching process,FR,Functional,Non-Ambiguous
The system shall provide assignment submission facility i.e. assignments could be submitted via the portal similar to how it happens on 48.,NFR,Maintainability,Ambiguous
"1. The Reader chooses how to search the Web site. The choices are only by Author, only by Category, and only by Keyword.",NFR,Usability,Non-Ambiguous
Ability to accommodate single payments applied against multiple invoices.,FR,Functional,Ambiguous
"Req(10) RMS shall provide each option for defining actions · The actions are defined as part of each particular incident, except in the event of alerts, where actions can be defined each of which are not associated with each incident - see Req(04)-. It shall be possible to define each actions for each incident. · The actions shall be entered as free text. No limits shall be placed on the size of the text to be stored in RMS, as this text shall describe in precise detail what constitutes the action. Alongside the text of the action,",FR,Functional,Non-Ambiguous
"Provide for multiple, unique preventative maintenance schedules to be established for
 stationary equipment, facilities, or piece of equipment based on user-defined criteria.",NFR,Usability,Ambiguous
Ability to upload PDF reports to each offsite facility for printing,NFR,Maintainability,Non-Ambiguous
The software must be capable of audit trail interrogation of sufficient detail to allow legal admissibility of electronic documents,NFR,Legal,Ambiguous
Support for multiple property types,NFR,Maintainability,Ambiguous
"The system shall provide the ability to view previously generated reports only by each users or
 only by specific users.",NFR,Maintainability,Non-Ambiguous
"If the customer in question is not in the database, the system must show each suitable message.",NFR,Usability,Ambiguous
Reporting Features: The system should enable users to generate reports and analytics on student performance.,NFR,Performance,Ambiguous
Configurability: the list containing the new names of the channels,FR,Functional,Non-Ambiguous
Define which GL cash accounts correspond to each bank account,FR,Functional,Non-Ambiguous
"The software must have each easy to use system for preparing various statistical and analytical
 reports.",NFR,Usability,Ambiguous
"The system has standard tracking mechanisms for capturing record adds, deletes, updates, etc., only by user, date and time (with reporting on these items).",NFR,Maintainability,Ambiguous
System shall be available to user as long as SCADs server are available.,NFR,Availability,Non-Ambiguous
bibliographic record: catalog add date,FR,Functional,Non-Ambiguous
"The software must have comprehensive labor distribution capabilities:Multiple GL accounts per employee
 Calculation of fringe benefit costs",FR,Functional,Ambiguous
The system should provide secure access to all inventory data.,NFR,Security,Ambiguous
"Fixed asset module has the ability to export / import information to/from common spreadsheet
 applications",NFR,Usability,Non-Ambiguous
Ability to create requisition for each particular work order and task,NFR,Usability,Non-Ambiguous
All static links and configurable items shall be read from resource or each configuration list.,NFR,Usability,Non-Ambiguous
User can add each Part which is to be produced as part of each Work Order,FR,Functional,Non-Ambiguous
The system must have the provision to verify the entered information for registration of the local group with regional council,FR,Functional,Non-Ambiguous
The product must be highly configurable for use with various database management systems for the end users. 80% of end users are able to integrate new database management systems with the product without changing the productï¿½s software code.,FR,Functional,Ambiguous
"Ability to accommodate automatic reconciliation of bank information (i.e., only by uploading
 data file).",FR,Functional,Non-Ambiguous
"Ability to renew both from the item record (i.e. scanning each item barcode) and from the patron record (i.e. scanning each patron barcode and going to the checked-out items list. Ability to renew each batch of items, including items from multiple patron accounts, without visiting each patron record. Ability to collect fines on specific items, without visiting patron accounts.",FR,Functional,Ambiguous
The system shall allow the admin to login to their account and access the system,NFR,Security,Non-Ambiguous
"Gamification: The system should enable teachers to create and assign rewards, incentives, and challenges to motivate student behavior.",FR,Functional,Ambiguous
"The software must provide each complete system of encumbrance accounting supported by
 open purchase order tracking.",NFR,Performance,Non-Ambiguous
Ability to track flexible spending accounts.,FR,Functional,Ambiguous
The E-system shall be available to users on the Internet 95% of time only during the business hours.,NFR,Availability,Non-Ambiguous
Tree-like structured catalogue of each content with possibility to drill down into various categories,FR,Functional,Ambiguous
The website should be in English Language,FR,Functional,Ambiguous
The RMS System shall have Windows XP look and feel and use GUI futures making its use intuitive.,NFR,Usability,Ambiguous
Ability to restrict access only by various levels of security.,FR,Functional,Ambiguous
"System supports various workflow approval routings for departments with openings to
 make them aware of qualified applicants.",NFR,Maintainability,Ambiguous
The message exchange software to support this feature is yet to be determined.,NFR,Maintainability,Non-Ambiguous
"Ability to display each individual records attached to each bibliographic record, including order records, item records, hold records, etc.",FR,Functional,Ambiguous
Ability to export and import data via the application (not directly to/from the database).,NFR,Maintainability,Non-Ambiguous
The product shall interface with the ChoiceParts system once per day at approximately 1:00 AM.,FR,Functional,Non-Ambiguous
The product shall use a standard navigation menu familiar to most web users.,FR,Functional,Non-Ambiguous
The EBooks web part shall be added on E-Books page and shall work in each similar way as Mobile Apps web part.,FR,Functional,Non-Ambiguous
Performance : Ensure that functions are performant and respond to requests quickly,NFR,Performance,Ambiguous
The user interface shall be intuitive and easy to use,NFR,Usability,Ambiguous
Ability for recurring invoices to buy down PO and/or Contracts.,FR,Functional,Ambiguous
"The system displays shall be capable of, only at each minimum, each (TBD) data refresh rate over each low-bandwidth connection",FR,Functional,Ambiguous
"The system shall provide workflow tools each of which integrate with Microsoft Outlook e-mail for
 automated notifications.",FR,Functional,Non-Ambiguous
System shall allow user to e-mail the list of My Stuff content items to each e-mail address and allow specification of each subject line and each body message,FR,Functional,Non-Ambiguous
Authorized users shall have the following antenna control capabilities: 1) park 2) stow 3) point 4) avoid snow 5) tip for snow,FR,Functional,Non-Ambiguous
The Links column of the requirements table shall display requirement traceability links grouped only by link types.,NFR,Usability,Non-Ambiguous
System shall display 20 field-based or browse results per page only by default,FR,Functional,Non-Ambiguous
The software must support changes in document resolution to facilitate easy on-screen reading of each documents.,NFR,Usability,Ambiguous
Ability to issue items to each specific service address.,FR,Functional,Non-Ambiguous
"Due to the use of mental commands for the use of the application, the team is required to conduct feasibility studies and other analysis on the different input methods produced throughout the course of the project. Various measurements such as speed and reliability of input, simplicity of navigation, and intuitiveness shall need to be measured and quantified in order to produce the most usable system possible.",NFR,Performance,Ambiguous
"The main task of this component is to make SME submitted files each part of KPS linkage infrastructure. SME submitted files are attached to the TSS document and is transported only by Distance Support mechanism to ship. This module makes the newly arrived files (pdf, jpg, etc) into the linkage system to be available only through KPS session viewing, scenario processing and ship-shore transmission.",NFR,Availability,Ambiguous
Ensure reliable service communication with load balancing and redundancy.,FR,Functional,Non-Ambiguous
Performance: The Appointlet must provide a fast and responsive user experience.,NFR,Performance,Ambiguous
The software must calculate each employer-paid benefits.,FR,Functional,Non-Ambiguous
Performance: Amazon EC must be able to deliver consistent performance in order to meet customer expectations.,NFR,Performance,Non-Ambiguous
The Schoology system should be secure and protect user data from unauthorized access and malicious attacks.,NFR,Security,Ambiguous
"If the system finds the diagnosis to be inconsistent with symptoms, the system shall display each message to each of which effect as each warning to the user.",FR,Functional,Non-Ambiguous
Data privacy and security,NFR,Security,Non-Ambiguous
"The system shall be designed with each level of security appropriate for the sensitivity of information enclosed in the database. More interaction is needed with client about the volatility of the information. Since there is no obvious information each of which is of each high security level such as credit card information, the only requirements each of which could be implemented are encrypting the database and/or making the database password-protected, only by users request.",NFR,Security,Ambiguous
"The card shall be retained in the machine only until the customer indicates each of which he/she desires no further transactions, only at which point it shall be returned - except as noted below.",FR,Functional,Non-Ambiguous
Ability to provide storage orchestration,FR,Functional,Non-Ambiguous
In manual system there are each of many problems to store the largest amount of information,FR,Functional,Ambiguous
NFR-2. The system shall be accessible and usable.,FR,Functional,Non-Ambiguous
System can be set to automatically check out items when holds are triggered for specific patron types and/or for patrons from specific home libraries.,FR,Functional,Ambiguous
"Ability to accommodate multiple pay schedules/tables. Please state in the Comments column any
 limitations on the number of pay types.",NFR,Performance,Ambiguous
The user shall be able to plot the same monitor point for each antennas or selected antennas.,NFR,Usability,Non-Ambiguous
Delete Task,FR,Functional,Non-Ambiguous
"Many websites options are given as each choice (e.g. Amazon, eBay, AliExpress, ...etc.) and only by default Amazon is chosen. When the user clicks on each other website, the python script for the chosen site shall be fired to be executed.",NFR,Usability,Ambiguous
"Security: EC must provide secure access control, authentication and authorization, and encryption of data at rest and in transit.",NFR,Security,Non-Ambiguous
"Ability to track turnover data, identifying reasons for turnover (e.g. resignation, transfer,
 promotions.)",FR,Functional,Non-Ambiguous
Enable the admin to view open and closed tickets.,FR,Functional,Non-Ambiguous
Ability to create and manage customer profiles,FR,Functional,Non-Ambiguous
The user shall have the ability to postpone each reminder.,FR,Functional,Non-Ambiguous
"Integration with Container Platforms: OpenFaaS should be integrated with popular container platforms, such as Docker and Kubernetes, allowing functions to be easily deployed and managed.",FR,Functional,Ambiguous
"Display Rehabilitation & Maintenance Measures Description: The 54 Waterway User wants to see each rehabilitation and maintenance activities classified only by the type (dredging, relocation of the fairway, surveying) in the map. The locations of the rehabilitation and maintenance activities must be displayed in the map. Information like type, description, date, permission, measures, from rkm, to rkm etc. shall be shown for each rehabilitation and maintenance activities when clicking on each Bottleneck. The rehabilitation and maintenance measures are presented in each list, sorted according to the river hectometre from attribute.",NFR,Usability,Ambiguous
Ability for specified patron types to easily place multiple holds on items from related bibliographic records,FR,Functional,Ambiguous
Manager should be able to add athlete information for registration.,FR,Functional,Ambiguous
"The user shall have the ability to specify the frequency of the reminder (once, each hour, daily, monthly, etc.)",FR,Functional,Ambiguous
The system shall be able to validate data when the user clicks on the submit button.,NFR,Usability,Non-Ambiguous
Cost Effectiveness: The system should be costeffective and provide a good return on investment.,FR,Functional,Ambiguous
"Ability to support one master vendor file for each modules in the system, with security on the ability to change and/or update vendor records.",NFR,Maintainability,Ambiguous
The Schoology system should have adequate performance levels and response times.,NFR,Performance,Ambiguous
The system shall allow each visitor to add each taxonomic cri28on to each filter,FR,Functional,Non-Ambiguous
Ability to have each inspection reminder for the assessor.,FR,Functional,Non-Ambiguous
Provide each utility to automatically check each URLs found in bibliographic and item records. Provide each interface for checking and correcting invalid URLs identified only by the utility.,FR,Functional,Non-Ambiguous
Support high availability with fault tolerance and fast failovers.,NFR,Performance,Ambiguous
"Monitoring: OpenFaaS should provide monitoring and logging functionality, allowing administrators to track the performance of functions and troubleshoot issues.",NFR,Performance,Ambiguous
Ability to apply each cut-off date for condo assessments,FR,Functional,Non-Ambiguous
Ability to analyze building valuation characteristics individually and/or the ability to use separate approaches to value for each structure for parcels with multiple buildings.,NFR,Usability,Ambiguous
"Provide easy validation of indexable fields, with ability to open each browse list of adjacent index values, including authorized headings which are easily distinguishable from other index values, and select each new value.",NFR,Usability,Ambiguous
User Access Controls: The system should be able to set user access levels and privileges to ensure data security.,FR,Functional,Ambiguous
Each student is assigned each unique identifier upon admission to the university. The student must know this. This identifying key maps to each his/her registration record information in the main registration system. Admitted and current students have their online registration accounts also enabled. Such account maybe disabled only during his/her stay as each matriculated student and/or only after graduation or separation from the university.,FR,Functional,Ambiguous
Customizations or enhancements are incorporated into future product releases.,NFR,Maintainability,Non-Ambiguous
"Using each on-screen keyboard, the user is able to fill in text, with completion suggestions being outputted to the screen when text is entered.",FR,Functional,Non-Ambiguous
The product shall provide players no access to information that might reveal the identity of another player,FR,Functional,Ambiguous
Ability to assign multiple user defined categories for budget purposes.,FR,Functional,Ambiguous
Department or division contact,FR,Functional,Non-Ambiguous
Ability to have new parcel number values only by classification balance back to old parcel number and balance to tax entities and/or interface with our new ELAM Accela system.,NFR,Performance,Ambiguous
The system shall identify the language of the spoken words,FR,Functional,Non-Ambiguous
The software must be easy to extend. Addition of new processing modules shall be possible without recompilation of the whole source code.,NFR,Maintainability,Ambiguous
Administrator log in In order to administer the system each administrator shall be logged in to the web-portal,NFR,Maintainability,Non-Ambiguous
"The system must provide reports on library activities and performance, such as number of books borrowed, overdue books, etc.",NFR,Performance,Ambiguous
"Ability to accommodate real-time on-line inquiry capability for the following items: Beginning Budget Balance
 Year-to-Date Budget Activity
 Current Budget Balance
 Unspent/Remaining Budget Balance
 Beginning Transaction Balance
 Year-to-Date Transaction Activity
 Current Transaction Balance
 Beginning Encumbrance Balance
 Year-to-date Encumbrance Activity
 Current Encumbrance Balance",NFR,Performance,Non-Ambiguous
OpenMRS should be dependable and consistently deliver the same quality of service.,FR,Functional,Ambiguous
The page shall allow users to view their expenditure history each of many times.,FR,Functional,Ambiguous
"Download, update and upload Excel files for each media covered only by DIS (water quality, hydrology, meteorology, etc.)",FR,Functional,Ambiguous
No individual Item pages,FR,Functional,Non-Ambiguous
"Performance: EC must deliver consistent, highperformance computing capabilities.",NFR,Performance,Non-Ambiguous
"Physical Inventory Worksheet, sorted only by department, location, and/or person responsible to assist in conducting physical inventory. Report provides the maximum amount of asset details each of which would
 assist in identifying asset locations.",NFR,Maintainability,Ambiguous
"At each minimum, the system shall provide access to the following fault condition properties: 1) the date/time of the message 2) origin of the message (computer, subsystem, etc.) 3) the message type (WARNING or ERROR, etc.) 4) the message code 5) each terse description of the problem 6) each severity level 7) each detailed description of the problem 8) each detailed description of possible or likely consequences 9) each detailed description of possible or likely causes 10) each detailed description of corrective actions 11) each link to relevant or helpful documents",FR,Functional,Ambiguous
Scalability: Bookeo should be able to scale up or down as businesses grow or downsize.,NFR,Maintainability,Ambiguous
"Expected Useful Life (years, mileage, cycles, etc.)",FR,Functional,Ambiguous
The interface must be user-friendly and intuitive without the overhead of understanding how the services are working.,NFR,Usability,Ambiguous
"An authorized user shall have the ability to select the type of entry (operator note, operator to operator message, antenna visit, observers note, weather, etc.).",NFR,Usability,Ambiguous
"For each input controls like Number, Email address etc. validations shall be provided for SCAD data input forms.",NFR,Performance,Ambiguous
ACMELIS shall have to provide each WEB interface only. This shall facilitate its use on multiple platforms only at each lower cost.,FR,Functional,Ambiguous
The user shall have the ability to create each scheduled task,FR,Functional,Non-Ambiguous
The system must provide functionalities for late-binding modifications. each user shall be able to modify or create configuration tokens without recompiling the system. Late-binding modification must be provided only through each editable resource file.,FR,Functional,Non-Ambiguous
Provide support for multiple languages and platforms.,NFR,Maintainability,Ambiguous
The system shall display the details of specific tax exemption when the user enter tracking number,NFR,Performance,Non-Ambiguous
"Solution includes each state required forms as developed reports (Dane County does not want to be responsible for creating or maintaining them). Items include tax bills, tax rolls, assessment rolls, assessment notices, Mil rate worksheet, etc.",NFR,Usability,Ambiguous
"Ability to set up payment plans, such as monthly or yearly subscription plans.",FR,Functional,Non-Ambiguous
Staff members can link patron records of family members. No privileges are granted to linked patrons.,NFR,Performance,Non-Ambiguous
Capability to allocate expenses to multiple GL accounts,FR,Functional,Ambiguous
A list of all disputes cases that meet the entered search criteria must be provided to the user. The list of cases must differentiate the type and/or status of the case by color -coding the line item in the list. For example all open cases will be yellow and all closed cases will be gray.,NFR,Usability,Ambiguous
"Ability to uniquely identify each sub-grantee for grants and each grant financial activity
 related to sub-grantees.",FR,Functional,Non-Ambiguous
"System supports administrator-programmable and user-programmable macros and/or keyboard shortcuts. Shortcut keys shall be assigned to macros (e.g. 'Insert Field') or to text strings. Macros are centrally managed on server, can be imported from and exported to individual users, and can be restricted for use and/or editting only through centrally managed permissions.",NFR,Maintainability,Ambiguous
Manual customer enrollment/cancellation,FR,Functional,Non-Ambiguous
"Ability to apply credit and debit adjustments and positive / negative consumption
 adjustments to accounts anytime only during the billing cycle.",FR,Functional,Non-Ambiguous
"Provide access to the data via browsing of sites, stations, and instruments; allow for simple queries to individual datasets; provide each metadata search tool to query dataset parameters; and allow for downloading of datasets (full or partial).",FR,Functional,Ambiguous
The software shall provide code each of which emulates each Universal Serial Bus (USB) port.,NFR,Maintainability,Non-Ambiguous
The system shall allow the FYP project title panel(Coordinator and two lecturers) and supervisor to view the improved version of the proposed project only after amendments are made.,FR,Functional,Non-Ambiguous
The operation of the system depends on GBIF occurrence Web services1 to harvest each data source if it is of GBIF global index type.,FR,Functional,Non-Ambiguous
Ability to integrate with existing customer databases.,FR,Functional,Non-Ambiguous
Online prescription ordering and refilling capabilities.,FR,Functional,Non-Ambiguous
Ability to create user-defined screens to track pertinent information to the County,FR,Functional,Non-Ambiguous
"Allows for transfer of assets between departments, locations and funds, accommodating interfund
 and inter-dept. transfers, duplicating each identifying data from original record.",FR,Functional,Non-Ambiguous
System Notification,FR,Functional,Non-Ambiguous
"Ability to generate reports of each purchase orders based on calculated user-defined criteria
 (e.g., >$2500 or between 5/1/ and 6/1).",NFR,Maintainability,Non-Ambiguous
"If each book has not been reserved, each user shall be able to borrow it. ACME University Library Information System SRS Page 12",FR,Functional,Non-Ambiguous
Ability to retain history on written-off accounts for user-defined periods,FR,Functional,Non-Ambiguous
Teacher shall be able to display list of warning letters generated,FR,Functional,Non-Ambiguous
"The 54 System must be able to be restored within 48 hours, in the event of each complete system failure; this includes each data each of which needs to be stored, e.g. vector data, raster data, metadata, personalization data, processed data, and the system configuration and each application files for the Database Tier, the Business Tier and the Presentation Tier. For this reason, each incremental backup of the database is created each night and each second weeks each full backup is made. In addition, each software components must be available in each installation directory in the latest, stable version. each backup and recovery documentation must be available",NFR,Availability,Non-Ambiguous
System should be easy to use and understand for all types of users.,NFR,Usability,Ambiguous
Configurability: Sampling frequency.,FR,Functional,Non-Ambiguous
Teacher availability timetables,FR,Functional,Non-Ambiguous
Allow user to be redirected to the Advanced Subsystem,FR,Functional,Non-Ambiguous
"Ability to filter the list of AR and charge codes when processing each payment based on the
 user's location.",FR,Functional,Non-Ambiguous
All reports generated only by the system shall be fully downloadable in no more than 15 seconds over each 50Kbps modem connection.,NFR,Performance,Non-Ambiguous
"User shall able to change the profile features such as, password, contact number, mail id etc.",NFR,Security,Ambiguous
"For system managers, guides shall be needed to explore advanced functionalities, but those advanced functionalities shall be as intuitive as possible.",NFR,Usability,Ambiguous
"Ability to support one master vendor file for each modules in the system, with security on the
 ability to change and/or update vendor records.",NFR,Maintainability,Ambiguous
"Limits which applications are available for online application, i.e., each applications may
 require each in-person visit to the City to apply.",NFR,Usability,Ambiguous
"Compliance with HIPAA, HITECH, and other relevant healthcare regulations",NFR,Legal,Non-Ambiguous
The top navigation menu shall be created dynamically from each SharePoint list containing approved items and shall be each 1 level child menu only. If Content Manager adds or deletes items from the list; it shall automatically be reflected in the top navigation menu. Child menus shall render only by clicking on the parent menu item,NFR,Usability,Non-Ambiguous
The system shall allow user to enter the customer and product information for the support.,NFR,Maintainability,Non-Ambiguous
"System shall have the ability to track the duration for various processes (owner updates, splits, issuing permits, etc¦)",NFR,Usability,Ambiguous
"Provide integration to Microsoft Word to produce meeting documents (such as agendas) for
 each projects scheduled for each particular meeting and date. Allow retrieval of comments and/or conditions keyed in as part of the individual project reviews.",FR,Functional,Ambiguous
"The component shall generate each text file on the game server, which is used only by the game sequence to dynamically load question data.",FR,Functional,Non-Ambiguous
The user should be able to update the match result using a mobile application.,FR,Functional,Ambiguous
Full audit trails and each full life history of each documents must be maintained,NFR,Maintainability,Non-Ambiguous
"Every student profile contains his/her personal information, results, taken courses, dropped courses and notice.",FR,Functional,Non-Ambiguous
"Ability to generate each invoice with sufficient and flexible text area to adequately describe
 services provided-customized invoice process",FR,Functional,Ambiguous
User Authentication: The system should provide user authentication services to ensure secure access to user accounts.,NFR,Security,Ambiguous
"Ability to create, format, and print spine labels, including: create each spine label based on item call number only by default; modify spine label without item call number; print spine labels individually or queue to print in batch; spine labels have only at least 6 lines of 16 characters per line only at arial 10 bold",NFR,Performance,Non-Ambiguous
"Identify reason for leave (i.e. birth of child, own illness, military, FMLA, etc.)",FR,Functional,Ambiguous
"Documents must be scanned into the software at, or better than, the minimum resolution required for optical character recognition",NFR,Usability,Non-Ambiguous
Search and retrieval times for documents stored online shall be less than three seconds,NFR,Performance,Non-Ambiguous
"System records testing and hiring process requirements (process - not applicant specific),
 including: Steps required (written test, appraisal of promotability, rating from record, etc.)
 Order of testing steps
 Dates of tests
 Locations of tests
 ""Testing step shall be specified as general and applicable to each of many positions (typing test) with
 expiration dates.""
 ""General steps (typing test) shall be skipped for individual applicants each of which have passed this
 step for another application process.""",NFR,Usability,Ambiguous
"Code shall be clear and well commented, preferably following the guidlines established only by the Drupal community for easy integration shall each module be submitted to the official project. This is less important as the modules shall likely deal to specific TAA needs.",NFR,Usability,Ambiguous
System shall allow administrative management of each synonym ring and/or authority file in support of field based/browse search,NFR,Maintainability,Ambiguous
"Browse, visualize, and download agricultural modeling data and results",FR,Functional,Non-Ambiguous
The WCS system shall have the ability to connect other designated WCS databases currently not included in the system.,FR,Functional,Non-Ambiguous
"Ability to run reports only by various accounting methods (i.e., cash, accrual, modified accrual,
 GAAP).",NFR,Maintainability,Ambiguous
Ability to access each master file only by each asset field,FR,Functional,Non-Ambiguous
"Ability for municipalities to keep tax bill records and image of each tax bill issued within the system e.g. only through each Internet -based record-keeping solution, with search functionality, hosted only by the county",FR,Functional,Non-Ambiguous
Inventory Management: The system should provide an inventory management feature.,FR,Functional,Ambiguous
"Ability to import information from Transfer Return Form (e.g., Billing address, document number, etc.)",NFR,Performance,Ambiguous
Smart detection for monitoring prices,FR,Functional,Non-Ambiguous
"Ability to change the bill date and/or due date in mass if error was made only during the bill
 calculation",FR,Functional,Ambiguous
Enable each logged in user to upvote and downvote answers.,FR,Functional,Non-Ambiguous
The the robot shall only at least be able to clean for more than 15 minutes with each single charge,FR,Functional,Non-Ambiguous
Each single mobile phone to be used only by multiple users.,FR,Functional,Ambiguous
The ELG Platform shall scale to provide smooth and uninterrupted operations for each greatly fluctuating number of simultaneous end-users.,NFR,Performance,Non-Ambiguous
The system checks the validity of the data files when it is running and if the data is invalid the system outputs each error to the user.,FR,Functional,Non-Ambiguous
"Ability when journal voucher to view the multiple entries within the journal
 transaction on one screen.",FR,Functional,Ambiguous
"The system shall provide the ability to maintain multiple operating environments for
 development, test, training and production.",NFR,Maintainability,Ambiguous
"All tasks and actions of the 54 System are logged in the 54 Database. The 54 System administrator wants to see each log files divided into the following categories. Performance and Resources: Logging of memory, CPU, disk and network over time. Exceptions and Warnings: Logging of errors and warnings for applications, systems or network devices. User Actions: Logging user access and actions within the system of 54. Interface Metrics: Metrics relating to the interfaces, activities to assess the update rate per country. Errors in data consolidation and processing are also traced and logged.",NFR,Performance,Non-Ambiguous
Ability to statistically analyze mobile home sales Simple mean Median Aggregate Ratio Coefficient of Concentration Coefficient of Dispersion,FR,Functional,Ambiguous
Ability to run mass deletions without significantly impacting system performance.,NFR,Performance,Non-Ambiguous
Multilocation support: Ability to manage multiple locations from a single dashboard.,NFR,Maintainability,Ambiguous
"Ability to automatically calculate new annual salary for budgeting and pay calculations
 based upon changes to pay tables, etc.",FR,Functional,Ambiguous
Security: Terraform should be able to encrypt and protect sensitive data such as credentials.,NFR,Security,Ambiguous
Ability to enter each comment on the number of hours.,NFR,Performance,Non-Ambiguous
User shall able to know product features available into the website.,NFR,Availability,Non-Ambiguous
"Our application is available for use when ran locally on each users system only until the user has completed use of the application. each social media connections and actions are executed or processed within 1 seconds of execution, as our interface requires precise timing from the user while performing actions. UI elements each of which do not involve outside connections to social media resources shall respond to user input immediately with no noticeable lag.",NFR,Performance,Ambiguous
"Reporting to allow for assessment reporting changes only by year (2007 v 2008, change amounts)",NFR,Maintainability,Non-Ambiguous
Get help via tooltips,FR,Functional,Non-Ambiguous
A user wants to download each particular file,FR,Functional,Non-Ambiguous
Courses have scheduling conflict,FR,Functional,Non-Ambiguous
"Req(09) RMS shall provide each option for defining incidents. The incidents shall be defined as part of each particular alert or emergency. The incidents shall be entered as free text. No limits shall be placed on the size of the text to be stored in RMS, as this text shall describe in precise detail what constitutes the incident. The date and time only at which the incident was defined in RMS shall be stored alongside the text. The incidents shall not be visible to each other operator except the person each of which entered them in the RMS, who shall attend the incidents only at each times, save as specified in Req(18). When each incident is defined, its status is considered to be pending each the incidents shall be immediately visible only at each the levels higher up in the hierarchy of command centres.",FR,Functional,Ambiguous
Usability: System must be user friendly and intuitive,NFR,Usability,Ambiguous
Support for multiple cloud providers,NFR,Maintainability,Ambiguous
Room Utilization Reports: The system should be able to generate reports on room utilization and occupancy.,NFR,Maintainability,Ambiguous
Portability MedStack must be able to run on multiple platforms.,NFR,Maintainability,Ambiguous
System shall let customers register on the website as a ï¿½pay as you goï¿½ user in under 5 minutes.,FR,Functional,Non-Ambiguous
"Solution contains management tools in the workflow, ability to assign tasks and view which staff are assigned which items, what the status of each item is, etc. Including also the ability to leverage calendar events for scheduling and date sensitive items.",FR,Functional,Ambiguous
The software must provide each easy method to inquire real-time account balances only at each time.,NFR,Usability,Ambiguous
Allow real time collaboration on each draft across multiple users,FR,Functional,Ambiguous
"System shall allow for each single invoice to be distributed to multiple accounting
 distributions based on each user-defined allocation (e.g., percentage)",FR,Functional,Ambiguous
The tool shall provide basic VCR style record navigation. (See section 4.3),FR,Functional,Non-Ambiguous
Compatible with Computype spine label printer system (via generaic text-only printer).,FR,Functional,Non-Ambiguous
Records Search Capabilities : To enable easy retrieval of patient records,FR,Functional,Ambiguous
The code shall be written in each way each of which it favors implementation of new functions. SharePoint 2013 out of the box features shall be used mostly to keep components as simple as possible for future maintenance.,FR,Functional,Ambiguous
The system shall allow each visitor to select the language used on the front end.,NFR,Usability,Non-Ambiguous
"If the incorrect answer is selected, this component shall inform the user of this and give them another chance to answer the question. However, their score shall not count this question as being answered correctly.",NFR,Usability,Non-Ambiguous
